Jour,date,S,I,R,D,S_abs,I_abs,R_abs,D_abs,V,V_abs,lits_par_mille
120,2020-05-03,0.9997882580457602,0.0,0.0,0.00021174195423970542,67798641.14285715,0.0,0.0,14358.857142857143,0.0,0.0,5.98
121,2020-05-04,0.999785296118949,0.0,0.0,0.00021470388105104165,67798440.28571428,0.0,0.0,14559.714285714286,0.0,0.0,5.98
122,2020-05-05,0.9997823341921376,0.0,0.0,0.00021766580786237782,67798239.42857143,0.0,0.0,14760.57142857143,0.0,0.0,5.98
123,2020-05-06,0.9997793722653263,0.0,0.0,0.00022062773467371408,67798038.57142857,0.0,0.0,14961.42857142857,0.0,0.0,5.98
124,2020-05-07,0.9997764103385149,0.0,0.0,0.00022358966148505028,67797837.71428572,0.0,0.0,15162.285714285714,0.0,0.0,5.98
125,2020-05-08,0.9997734484117037,0.0,0.0,0.00022655158829638648,67797636.85714285,0.0,0.0,15363.142857142857,0.0,0.0,5.98
126,2020-05-09,0.9997704864848923,0.0,0.0,0.0002295135151077227,67797436.0,0.0,0.0,15564.0,0.0,0.0,5.98
127,2020-05-10,0.9997682618798335,0.0,0.0,0.00023173812016659257,67797285.14285715,0.0,0.0,15714.857142857143,0.0,0.0,5.98
128,2020-05-11,0.9997660372747745,0.0,0.0,0.00023396272522546244,67797134.28571428,0.0,0.0,15865.714285714286,0.0,0.0,5.98
129,2020-05-12,0.9997638126697156,0.0,0.0,0.00023618733028433236,67796983.42857143,0.0,0.0,16016.57142857143,0.0,0.0,5.98
130,2020-05-13,0.9997615880646568,0.0,0.0,0.00023841193534320223,67796832.57142857,0.0,0.0,16167.42857142857,0.0,0.0,5.98
131,2020-05-14,0.9997593634595978,0.0,0.0,0.0002406365404020721,67796681.71428572,0.0,0.0,16318.285714285714,0.0,0.0,5.98
132,2020-05-15,0.999757138854539,0.0,0.0,0.00024286114546094196,67796530.85714285,0.0,0.0,16469.14285714286,0.0,0.0,5.98
133,2020-05-16,0.9997549142494802,0.0,0.0,0.00024508575051981186,67796380.0,0.0,0.0,16620.0,0.0,0.0,5.98
134,2020-05-17,0.9997517816853491,1.4261909326277515e-06,0.0,0.0002467921237183768,67796167.57142857,96.71428571428571,0.0,16735.714285714286,0.0,0.0,5.98
135,2020-05-18,0.9997486491212177,2.852381865255503e-06,0.0,0.0002484984969169418,67795955.14285715,193.42857142857142,0.0,16851.428571428572,0.0,0.0,5.98
136,2020-05-19,0.9997455165570865,4.278572797883255e-06,0.0,0.0002502048701155067,67795742.71428572,290.14285714285717,0.0,16967.14285714286,0.0,0.0,5.98
137,2020-05-20,0.9997423839929553,5.704763730511006e-06,0.0,0.0002519112433140717,67795530.28571428,386.85714285714283,0.0,17082.85714285714,0.0,0.0,5.98
138,2020-05-21,0.9997392514288242,7.130954663138757e-06,0.0,0.00025361761651263666,67795317.85714285,483.57142857142856,0.0,17198.571428571428,0.0,0.0,5.98
139,2020-05-22,0.999736118864693,8.55714559576651e-06,0.0,0.0002553239897112016,67795105.42857143,580.2857142857143,0.0,17314.285714285714,0.0,0.0,5.98
140,2020-05-23,0.9997329863005618,9.98333652839426e-06,0.0,0.0002570303629097666,67794893.0,677.0,0.0,17430.0,0.0,0.0,5.98
141,2020-05-24,0.9997226595827601,1.9126126258976892e-05,0.0,0.00025821429098086965,67794192.71428572,1297.0,0.0,17510.285714285714,0.0,0.0,5.98
142,2020-05-25,0.9997123328649584,2.8268915989559526e-05,0.0,0.0002593982190519728,67793492.42857143,1917.0,0.0,17590.571428571428,0.0,0.0,5.98
143,2020-05-26,0.9997020061471568,3.741170572014215e-05,0.0,0.00026058214712307585,67792792.14285715,2537.0,0.0,17670.85714285714,0.0,0.0,5.98
144,2020-05-27,0.9996916794293551,4.655449545072479e-05,0.0,0.000261766075194179,67792091.85714285,3157.0,0.0,17751.14285714286,0.0,0.0,5.98
145,2020-05-28,0.9996813527115533,5.5697285181307414e-05,0.0,0.00026295000326528206,67791391.57142857,3777.0,0.0,17831.428571428572,0.0,0.0,5.98
146,2020-05-29,0.9996710259937517,6.484007491189006e-05,0.0,0.0002641339313363852,67790691.28571428,4397.0,0.0,17911.714285714286,0.0,0.0,5.98
147,2020-05-30,0.99966069927595,7.398286464247269e-05,0.0,0.00026531785940748826,67789991.0,5017.0,0.0,17992.0,0.0,0.0,5.98
148,2020-05-31,0.9996538948494916,7.979506668548593e-05,0.0,0.0002663100838229501,67789529.57142857,5411.142857142857,0.0,18059.285714285714,0.0,0.0,5.98
149,2020-06-01,0.999647090423033,8.560726872849919e-05,0.0,0.000267302308238412,67789068.14285715,5805.285714285715,0.0,18126.571428571428,0.0,0.0,5.98
150,2020-06-02,0.9996402859965746,9.141947077151242e-05,0.0,0.00026829453265387384,67788606.71428572,6199.428571428572,0.0,18193.85714285714,0.0,0.0,5.98
151,2020-06-03,0.9996334815701161,9.723167281452567e-05,0.0,0.00026928675706933564,67788145.28571428,6593.571428571428,0.0,18261.14285714286,0.0,0.0,5.98
152,2020-06-04,0.9996266771436577,0.00010304387485753891,0.0,0.00027027898148479745,67787683.85714285,6987.714285714285,0.0,18328.428571428572,0.0,0.0,5.98
153,2020-06-05,0.9996198727171991,0.00010885607690055216,0.0,0.0002712712059002593,67787222.42857143,7381.857142857143,0.0,18395.714285714286,0.0,0.0,5.98
154,2020-06-06,0.9996130682907407,0.0001146682789435654,0.0,0.00027226343031572117,67786761.0,7776.0,0.0,18463.0,0.0,0.0,5.98
155,2020-06-07,0.9996157310755839,0.00011130819838589736,0.0,0.0002729607260301965,67786941.57142857,7548.142857142857,0.0,18510.285714285714,0.0,0.0,5.98
156,2020-06-08,0.9996183938604271,0.00010794811782822931,0.0,0.0002736580217446718,67787122.14285715,7320.285714285715,0.0,18557.571428571428,0.0,0.0,5.98
157,2020-06-09,0.9996210566452702,0.00010458803727056127,0.0,0.00027435531745914713,67787302.71428572,7092.428571428572,0.0,18604.85714285714,0.0,0.0,5.98
158,2020-06-10,0.9996237194301135,0.00010122795671289323,0.0,0.0002750526131736224,67787483.28571428,6864.571428571428,0.0,18652.14285714286,0.0,0.0,5.98
159,2020-06-11,0.9996263822149567,9.786787615522518e-05,0.0,0.00027574990888809775,67787663.85714285,6636.714285714285,0.0,18699.428571428572,0.0,0.0,5.98
160,2020-06-12,0.9996290449997999,9.450779559755714e-05,0.0,0.00027644720460257303,67787844.42857143,6408.857142857143,0.0,18746.714285714286,0.0,0.0,5.98
161,2020-06-13,0.999631707784643,9.11477150398891e-05,0.0,0.00027714450031704837,67788025.0,6181.0,0.0,18794.0,0.0,0.0,5.98
162,2020-06-14,0.9996328685397448,8.944344847490262e-05,0.0,0.000277688011780295,67788103.71428572,6065.428571428572,0.0,18830.85714285714,0.0,0.0,5.98
163,2020-06-15,0.9996340292948466,8.773918190991613e-05,0.0,0.00027823152324354163,67788182.42857143,5949.857142857143,0.0,18867.714285714286,0.0,0.0,5.98
164,2020-06-16,0.9996351900499482,8.603491534492965e-05,0.0,0.0002787750347067882,67788261.14285715,5834.285714285715,0.0,18904.571428571428,0.0,0.0,5.98
165,2020-06-17,0.99963635080505,8.433064877994315e-05,0.0,0.0002793185461700348,67788339.85714285,5718.714285714285,0.0,18941.428571428572,0.0,0.0,5.98
166,2020-06-18,0.9996375115601517,8.262638221495667e-05,0.0,0.0002798620576332815,67788418.57142857,5603.142857142857,0.0,18978.285714285714,0.0,0.0,5.98
167,2020-06-19,0.9996386723152535,8.092211564997019e-05,0.0,0.0002804055690965281,67788497.28571428,5487.571428571428,0.0,19015.14285714286,0.0,0.0,5.98
168,2020-06-20,0.9996398330703552,7.92178490849837e-05,0.0,0.0002809490805597747,67788576.0,5372.0,0.0,19052.0,0.0,0.0,5.98
169,2020-06-21,0.9996405050864668,7.821087823447253e-05,0.0,0.00028128403529875223,67788621.57142857,5303.714285714285,0.0,19074.714285714286,0.0,0.0,5.98
170,2020-06-22,0.9996411771025784,7.720390738396136e-05,0.0,0.00028161899003772983,67788667.14285715,5235.428571428572,0.0,19097.428571428572,0.0,0.0,5.98
171,2020-06-23,0.9996418491186897,7.619693653345017e-05,0.0,0.0002819539447767074,67788712.71428572,5167.142857142857,0.0,19120.14285714286,0.0,0.0,5.98
172,2020-06-24,0.9996425211348013,7.518996568293901e-05,0.0,0.0002822888995156849,67788758.28571428,5098.857142857143,0.0,19142.85714285714,0.0,0.0,5.98
173,2020-06-25,0.9996431931509129,7.418299483242782e-05,0.0,0.00028262385425466247,67788803.85714285,5030.571428571428,0.0,19165.571428571428,0.0,0.0,5.98
174,2020-06-26,0.9996438651670244,7.317602398191666e-05,0.0,0.0002829588089936401,67788849.42857143,4962.285714285715,0.0,19188.285714285714,0.0,0.0,5.98
175,2020-06-27,0.999644537183136,7.216905313140548e-05,0.0,0.0002832937637326176,67788895.0,4894.0,0.0,19211.0,0.0,0.0,5.98
176,2020-06-28,0.9996455736468565,7.089875308358488e-05,0.0,0.0002835276000598284,67788965.28571428,4807.857142857143,0.0,19226.85714285714,0.0,0.0,5.98
